record_id,claim_text,claim_text_normalized,review_title,review_title_normalized,model_text,rating,verdict_text,rating_label,publisher,review_url,review_url_normalized,language,claim_date,review_date,source_keyword,collected_at,source_tool,raw_source_file,raw_row_index,topic
b06e3418383fe199,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.142399+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,0,urna_eletronica_seguranca
54f6a99cd02eb485,"TSE concluiu, nesta sexta (15), segunda etapa do Teste Público da Urna 2025",tse concluiu nesta sexta 15 segunda etapa do teste publico da urna 2025,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,TSE CONCLUIU NESTA SEXTA 15 SEGUNDA ETAPA DO TESTE PUBLICO DA URNA 2025 ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.142399+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,1,urna_eletronica_seguranca
41ff69a572e01b6e,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro — Tribunal Superior Eleitoral Acessibilidade .",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro tribunal superior eleitoral acessibilidade,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO TRIBUNAL SUPERIOR ELEITORAL ACESSIBILIDADE ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.142399+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,2,urna_eletronica_seguranca
f78e16f37d69e645,Aplicativo e-Título . . mais sobre Serviços eleitorais . . . . . . . . .,aplicativo e titulo mais sobre servicos eleitorais,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,APLICATIVO E TITULO MAIS SOBRE SERVICOS ELEITORAIS ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.142399+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,3,urna_eletronica_seguranca
5b7fe6be5da69b05,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro TSE concluiu, nesta sexta (15), segunda etapa do Teste Público da Urna 2025 https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro https://www.tse.jus.br/@@site-logo/logo.jpg .",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro tse concluiu nesta sexta 15 segunda etapa do teste publico da urna 2025 https www tse jus br comunicacao noticias 2026 maio eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro https www tse jus br site logo logo jpg,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO TSE CONCLUIU NESTA SEXTA 15 SEGUNDA ETAPA DO TESTE PUBLICO DA URNA 2025 HTTPS WWW TSE JUS BR COMUNICACAO NOTICIAS 2026 MAIO ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO HTTPS WWW TSE JUS BR SITE LOGO LOGO JPG ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.144406+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,4,urna_eletronica_seguranca
dfda0e2e6a38241f,Objetivo é contribuir para o aperfeiçoamento da tecnologia do processo de votação.,objetivo e contribuir para o aperfeicoamento da tecnologia do processo de votacao,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,OBJETIVO E CONTRIBUIR PARA O APERFEICOAMENTO DA TECNOLOGIA DO PROCESSO DE VOTACAO ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.144406+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,5,urna_eletronica_seguranca
304c3c745e3b20d5,"A segunda etapa do Teste Público de Segurança dos Sistemas Eleitorais (Teste da Urna) de 2025, concluída nesta sexta-feira (15), comprovou, mais uma vez, a segurança do sistema eleitoral brasileiro.",a segunda etapa do teste publico de seguranca dos sistemas eleitorais teste da urna de 2025 concluida nesta sexta feira 15 comprovou mais uma vez a seguranca do sistema eleitoral brasileiro,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,A SEGUNDA ETAPA DO TESTE PUBLICO DE SEGURANCA DOS SISTEMAS ELEITORAIS TESTE DA URNA DE 2025 CONCLUIDA NESTA SEXTA FEIRA 15 COMPROVOU MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.144406+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,6,urna_eletronica_seguranca
f0d87bfa9d301841,"No Teste de Confirmação, realizado nesta semana na sede do Tribunal Superior Eleitoral (TSE), em Brasília, ficou constatado que nenhum dos achados fragilizou o sigilo ou a integridade do voto, que são os pilares do processo eleitoral do país. . • Baixe as fotos do evento: 1º dia ; 3º dia .",no teste de confirmacao realizado nesta semana na sede do tribunal superior eleitoral tse em brasilia ficou constatado que nenhum dos achados fragilizou o sigilo ou a integridade do voto que sao os pilares do processo eleitoral do pais baixe as fotos do evento 1o dia 3o dia,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,NO TESTE DE CONFIRMACAO REALIZADO NESTA SEMANA NA SEDE DO TRIBUNAL SUPERIOR ELEITORAL TSE EM BRASILIA FICOU CONSTATADO QUE NENHUM DOS ACHADOS FRAGILIZOU O SIGILO OU A INTEGRIDADE DO VOTO QUE SAO OS PILARES DO PROCESSO ELEITORAL DO PAIS BAIXE AS FOTOS DO EVENTO 1O DIA 3O DIA ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.144406+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,7,urna_eletronica_seguranca
216bf1a5ecc6984e,"De quarta (13) a sexta-feira (15), investigadores que participaram da fase principal do Teste da Urna de 2025, ocorrida em dezembro, estiveram na sede do TSE para verificar se as melhorias sugeridas por eles foram incorporadas ao sistema eletrônico de votação pelas equipes técnicas da Justiça Eleitoral.",de quarta 13 a sexta feira 15 investigadores que participaram da fase principal do teste da urna de 2025 ocorrida em dezembro estiveram na sede do tse para verificar se as melhorias sugeridas por eles foram incorporadas ao sistema eletronico de votacao pelas equipes tecnicas da justica eleitoral,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,DE QUARTA 13 A SEXTA FEIRA 15 INVESTIGADORES QUE PARTICIPARAM DA FASE PRINCIPAL DO TESTE DA URNA DE 2025 OCORRIDA EM DEZEMBRO ESTIVERAM NA SEDE DO TSE PARA VERIFICAR SE AS MELHORIAS SUGERIDAS POR ELES FORAM INCORPORADAS AO SISTEMA ELETRONICO DE VOTACAO PELAS EQUIPES TECNICAS DA JUSTICA ELEITORAL ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.144406+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,8,urna_eletronica_seguranca
47710889882f8f4b,As contribuições feitas pelos investigadores chamados para o Teste de Confirmação ocorreram no sentido de fortalecer alguns dos muitos mecanismos de segurança já implantados no processo eleitoral. .,as contribuicoes feitas pelos investigadores chamados para o teste de confirmacao ocorreram no sentido de fortalecer alguns dos muitos mecanismos de seguranca ja implantados no processo eleitoral,"Eleições 2026: testes confirmam, mais uma vez, a segurança do sistema eleitoral brasileiro",eleicoes 2026 testes confirmam mais uma vez a seguranca do sistema eleitoral brasileiro,AS CONTRIBUICOES FEITAS PELOS INVESTIGADORES CHAMADOS PARA O TESTE DE CONFIRMACAO OCORRERAM NO SENTIDO DE FORTALECER ALGUNS DOS MUITOS MECANISMOS DE SEGURANCA JA IMPLANTADOS NO PROCESSO ELEITORAL ELEICOES 2026 TESTES CONFIRMAM MAIS UMA VEZ A SEGURANCA DO SISTEMA ELEITORAL BRASILEIRO,VERDADEIRO,VERDADEIRO,true,Tribunal Superior Eleitoral,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,https://tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,pt,2026-05-15,2026-05-15,urna eletrônica segurança eleições,2026-06-12T16:50:31.144406+00:00,trusted_true_sources,https://www.tse.jus.br/comunicacao/noticias/2026/Maio/eleicoes-2026-testes-confirmam-mais-uma-vez-a-seguranca-do-sistema-eleitoral-brasileiro,9,urna_eletronica_seguranca
