Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
Afiliada da Rede Globo no RS não convidou candidato para debate sobre Porto Alegre,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/10/04/entenda-as-regras-dos-convites-para-debates-eleitorais-na-televisao.htm,Enganoso,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSk4-eUJ_GVhgzT41pavn9Dm60qw1VTcVztomoZocaUxPfCHy5c,"['Debate', 'Candidato', 'Grupo Globo', 'Rio Grande do Sul', 'TV Globo', 'Porto Alegre']"
"Na educação, é comemorado o resultado do Ideb, mas as notas do Saeb, português e matemática, caíram em relação a 10 anos atrás",Aos Fatos,https://www.aosfatos.org/noticias/checamos-debate-globo-prefeitura-rio-de-janeiro/,falso,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqHuQ5cFzTMEhtGlXmbEOYe5ZQa6ozBUJ8w_OscxbsaWdLqw-U,"['Sistema Nacional de Avaliação da Educação Básica', 'Matemática', 'Índice de Desenvolvimento da Educação Básica', 'Educação', 'Português', 'Resultado', 'Relação']"
Lula disse que é normal roubar celular para tomar cerveja,Aos Fatos,https://www.aosfatos.org/noticias/checamos-debate-globo-prefeitura-rio-de-janeiro/,falso,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqHuQ5cFzTMEhtGlXmbEOYe5ZQa6ozBUJ8w_OscxbsaWdLqw-U,"['Luiz Inácio Lula da Silva', 'Telefone celular', 'Cerveja']"
"Eu nunca falei que acabaria com o BRT, o que eu coloquei é que podemos substituir o BRT gradualmente, o que se viu na avenida Brasil colocando duas faixas é falta de planejamento. Temos que ir substituindo aos poucos. Nunca acabar.",Aos Fatos,https://www.aosfatos.org/noticias/checamos-debate-globo-prefeitura-rio-de-janeiro/,não_é_bem_assim,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqHuQ5cFzTMEhtGlXmbEOYe5ZQa6ozBUJ8w_OscxbsaWdLqw-U,"['Brasil', 'Planejamento', 'BRT do Rio de Janeiro', 'Podemos', 'Imposto de renda']"
Desceu em 40% as verbas e recursos para o meio ambiente.,Aos Fatos,https://www.aosfatos.org/noticias/checamos-debate-globo-prefeitura-rio-de-janeiro/,não_é_bem_assim,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqHuQ5cFzTMEhtGlXmbEOYe5ZQa6ozBUJ8w_OscxbsaWdLqw-U,"['1940', 'Meio ambiente']"
"[Paes] votou no Bolsonaro em 2018, dizendo que preferia o Paulo Guedes. E aí, de forma oportunista, no final do primeiro turno, em 2022, foi lá para apoiar o Lula, quando muitos, inclusive, consideravam que era possível a sua vitória no primeiro turno.",Aos Fatos,https://www.aosfatos.org/noticias/checamos-debate-globo-prefeitura-rio-de-janeiro/,não_é_bem_assim,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqHuQ5cFzTMEhtGlXmbEOYe5ZQa6ozBUJ8w_OscxbsaWdLqw-U,"['Eduardo Paes', 'Luiz Inácio Lula da Silva', 'Campanha presidencial de Jair Bolsonaro em 2018', '2022', 'Jair Bolsonaro', '2018', 'Paulo Guedes', 'Inteligência artificial']"
"A Prefeitura do Rio recebeu, como você bem disse, delegado Ramagem, oito notas zero em transparência.",Aos Fatos,https://www.aosfatos.org/noticias/checamos-debate-globo-prefeitura-rio-de-janeiro/,não_é_bem_assim,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqHuQ5cFzTMEhtGlXmbEOYe5ZQa6ozBUJ8w_OscxbsaWdLqw-U,"['Rio de Janeiro', 'Prefeito no Brasil', 'Alexandre Ramagem', 'Transparência']"
"Nós queremos uma cidade onde não se aceite como natural que 500 mil pessoas passem fome na própria cidade do Rio de Janeiro enquanto o prefeito gasta mais dinheiro em publicidade do que no enfrentamento à fome, como foi em 2023.",Aos Fatos,https://www.aosfatos.org/noticias/checamos-debate-globo-prefeitura-rio-de-janeiro/,verdadeiro,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqHuQ5cFzTMEhtGlXmbEOYe5ZQa6ozBUJ8w_OscxbsaWdLqw-U,"['Rio de Janeiro', 'Primátor', 'Publicidade', 'Dinheiro', '2023', 'Cidade']"
"Hoje, o orçamento da Saúde na Prefeitura do Rio, para cuidar só da cidade do Rio de Janeiro, é maior do que o do estado para cuidar de todo o estado do Rio de Janeiro.",Aos Fatos,https://www.aosfatos.org/noticias/checamos-debate-globo-prefeitura-rio-de-janeiro/,falso,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqHuQ5cFzTMEhtGlXmbEOYe5ZQa6ozBUJ8w_OscxbsaWdLqw-U,"['Rio de Janeiro', 'Prefeito no Brasil', 'Estado', 'Rio de Janeiro', 'Orçamento', 'Saúde', 'Prefeitura Do Rio']"
"No dia em que foram divulgados os últimos índices de segurança pública, em que dobrou o número de roubo de veículo, de carga, um celular roubado a cada nove minutos no Rio de Janeiro, o senhor estava ao lado do seu padrinho, o governador Cláudio Castro, que é quem comanda a segurança pública, no Rock in Rio.",Aos Fatos,https://www.aosfatos.org/noticias/checamos-debate-globo-prefeitura-rio-de-janeiro/,não_é_bem_assim,2024-10-04 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQqHuQ5cFzTMEhtGlXmbEOYe5ZQa6ozBUJ8w_OscxbsaWdLqw-U,"['Rio de Janeiro', 'Segurança', 'Governador', 'Cláudio Castro', 'Número', 'Veículo', 'Segurança pública', 'Roubo']"
